name,date,public,country
Gospel Day,2019-12-06,True,MH
December Solstice,2019-12-22,False,MH
Christmas Eve,2019-12-24,False,MH
Christmas Day,2019-12-25,True,MH
New Year's Eve,2019-12-31,True,MH
New Year's Day,2019-01-01,True,MQ
March Equinox,2019-03-20,False,MQ
Easter,2019-04-21,False,MQ
Easter Monday,2019-04-22,True,MQ
Labor Day,2019-05-01,True,MQ
Victory Day,2019-05-08,True,MQ
Feast of the Ascension of Jesus Christ,2019-05-30,True,MQ
Pentecost Monday,2019-06-10,True,MQ
June Solstice,2019-06-21,False,MQ
Bastille Day,2019-07-14,True,MQ
Assumption of Mary,2019-08-15,True,MQ
September Equinox,2019-09-23,False,MQ
All Saints' Eve,2019-11-01,True,MQ
Armistice Day,2019-11-11,True,MQ
December Solstice,2019-12-22,False,MQ
Christmas Eve,2019-12-24,False,MQ
Christmas Day,2019-12-25,True,MQ
New Year's Eve,2019-12-31,False,MQ
New Year's Day,2019-01-01,True,MR
World Wildlife Day,2019-03-03,False,MR
Father's Day,2019-03-19,False,MR
March Equinox,2019-03-20,False,MR
Mother's Day,2019-03-21,False,MR
Labor Day,2019-05-01,True,MR
African Liberation Day,2019-05-25,True,MR
Festival of Breaking the Fast,2019-06-04,True,MR
June Solstice,2019-06-21,False,MR
International Asteroid Day,2019-06-30,False,MR
Nelson Mandela International Day,2019-07-18,False,MR
Islamic New Year's Day,2019-08-31,True,MR
September Equinox,2019-09-23,False,MR
Birth of the Prophet,2019-11-09,True,MR
Independence Day,2019-11-28,True,MR
December Solstice,2019-12-22,False,MR
New Year's Eve,2019-12-31,False,MR
New Year's Day,2019-01-01,True,MU
Second Day of the New Year,2019-01-02,True,MU
Thaipoosam Cavadee,2019-01-21,True,MU
Abolition of Slavery,2019-02-01,True,MU
Chinese Spring Festival,2019-02-05,True,MU
World Wildlife Day,2019-03-03,False,MU
Maha Shivaratri,2019-03-04,True,MU
Independence and Republic Day,2019-03-12,True,MU
March Equinox,2019-03-20,False,MU
Ugadi,2019-04-06,True,MU
Labor Day,2019-05-01,True,MU
Mother's Day,2019-05-26,False,MU
Festival of Breaking the Fast,2019-06-04,True,MU
Father's Day,2019-06-16,False,MU
June Solstice,2019-06-21,False,MU
International Asteroid Day,2019-06-30,False,MU
Nelson Mandela International Day,2019-07-18,False,MU
Ganesh Chaturthi,2019-09-02,True,MU
September Equinox,2019-09-23,False,MU
Diwali,2019-10-27,True,MU
All Saints' Day,2019-11-01,True,MU
Arrival of Indentured Laborers,2019-11-02,True,MU
December Solstice,2019-12-22,False,MU
Christmas Eve,2019-12-24,False,MU
Christmas Day,2019-12-25,True,MU
New Year's Eve,2019-12-31,False,MU
New Year's Day,2019-01-01,True,YT
March Equinox,2019-03-20,False,YT
Muhammad's Ascension to Heaven,2019-04-02,False,YT
Easter,2019-04-21,False,YT
Family Day,2019-04-22,True,YT
Abolition of Slavery,2019-04-27,False,YT
Labor Day,2019-05-01,True,YT
Victory Day,2019-05-08,False,YT
Feast of the Ascension of Jesus Christ,2019-05-30,False,YT
Festival of Breaking the Fast,2019-06-04,False,YT
Pentecost Monday,2019-06-10,False,YT
June Solstice,2019-06-21,False,YT
French National Day,2019-07-14,False,YT
Feast of the Sacrifice,2019-08-11,True,YT
Assumption of Mary,2019-08-15,False,YT
September Equinox,2019-09-23,False,YT
Toussaint,2019-11-01,False,YT
Birth of the Prophet,2019-11-09,False,YT
Armistice Day,2019-11-11,False,YT
December Solstice,2019-12-22,False,YT
Christmas Eve,2019-12-24,False,YT
Christmas Day,2019-12-25,False,YT
New Year's Eve,2019-12-31,False,YT
New Year's Day,2019-01-01,True,MX
Epiphany,2019-01-06,False,MX
Constitution Day,2019-02-04,True,MX
Valentine's Day,2019-02-14,False,MX
Mexican Army Day,2019-02-19,False,MX
Flag Day,2019-02-24,False,MX
World Wildlife Day,2019-03-03,False,MX
Anniversary of the Oil Expropriation,2019-03-18,False,MX
Benito Juárez's birthday,2019-03-18,True,MX
March Equinox,2019-03-20,False,MX
Palm Sunday,2019-04-14,False,MX
Maundy Thursday,2019-04-18,True,MX
Good Friday,2019-04-19,True,MX
Holy Saturday,2019-04-20,False,MX
Easter,2019-04-21,False,MX
Heroic Defense of Veracruz,2019-04-21,False,MX
Children's Day,2019-04-30,False,MX
Labor Day,2019-05-01,True,MX
Fifth of May,2019-05-05,False,MX
Miguel Hidalgo's birthday,2019-05-08,False,MX
Mother's Day,2019-05-10,False,MX
Teachers' Day,2019-05-15,False,MX
Students' Day,2019-05-23,False,MX
National Maritime Day,2019-06-01,False,MX
Father's Day,2019-06-16,False,MX
June Solstice,2019-06-21,False,MX
International Asteroid Day,2019-06-30,False,MX
Nelson Mandela International Day,2019-07-18,False,MX
"Anniversary of the ""Boy Heroes"" or ""Heroic Cadets""",2019-09-13,False,MX
Cry of Dolores,2019-09-15,False,MX
Independence Day,2019-09-16,True,MX
September Equinox,2019-09-23,False,MX
Culmination of the Mexican War of Independence,2019-09-27,False,MX
Morelos' birthday,2019-09-30,False,MX
Day of the Races,2019-10-12,False,MX
All Saints' Day,2019-11-01,False,MX
All Souls' Day,2019-11-02,False,MX
Revolution Day,2019-11-18,True,MX
Mexican Navy Day,2019-11-23,False,MX
Day of the Virgin of Guadalupe,2019-12-12,False,MX
Las Posadas,2019-12-16,False,MX
Second Day of Las Posadas,2019-12-17,False,MX
Third Day of Las Posadas,2019-12-18,False,MX
Fourth Day of Las Posadas,2019-12-19,False,MX
Fifth Day of Las Posadas,2019-12-20,False,MX
Sixth Day of Las Posadas,2019-12-21,False,MX
December Solstice,2019-12-22,False,MX
Seventh Day of Las Posadas,2019-12-22,False,MX
Eighth Day of Las Posadas,2019-12-23,False,MX
Christmas Eve,2019-12-24,False,MX
Ninth Day of Las Posadas,2019-12-24,False,MX
Christmas Day,2019-12-25,True,MX
Day of the Innocents,2019-12-28,False,MX
New Year's Eve,2019-12-31,False,MX
New Year's Day,2019-01-01,True,FM
World Wildlife Day,2019-03-03,False,FM
March Equinox,2019-03-20,False,FM
Easter,2019-04-21,False,FM
Constitution Day,2019-05-10,True,FM
June Solstice,2019-06-21,False,FM
International Asteroid Day,2019-06-30,False,FM
Nelson Mandela International Day,2019-07-18,False,FM
September Equinox,2019-09-23,False,FM
United Nations Day,2019-10-24,True,FM
Independence Day,2019-11-03,True,FM
Veterans Day,2019-11-11,True,FM
December Solstice,2019-12-22,False,FM
Christmas Eve,2019-12-24,False,FM
Christmas Day,2019-12-25,True,FM
New Year's Eve,2019-12-31,False,FM
New Year's Day,2019-01-01,True,MD
Orthodox Christmas Eve,2019-01-06,True,MD
World Wildlife Day,2019-03-03,False,MD
International Women's Day,2019-03-08,True,MD
Mother's Day,2019-03-08,False,MD
March Equinox,2019-03-20,False,MD
Orthodox Easter,2019-04-28,True,MD
Labor Day,2019-05-01,True,MD
Memorial Day,2019-05-06,True,MD
Victory Day,2019-05-09,True,MD
Bălţi Day,2019-05-22,False,MD
Children's Day,2019-06-01,True,MD
June Solstice,2019-06-21,False,MD
International Asteroid Day,2019-06-30,False,MD
Nelson Mandela International Day,2019-07-18,False,MD
Constitution Day,2019-07-29,True,MD
Independence Day,2019-08-27,True,MD
National Language Day,2019-08-31,True,MD
September Equinox,2019-09-23,False,MD
Capital's Day,2019-10-14,False,MD
South Capital's Day,2019-11-21,False,MD
December Solstice,2019-12-22,False,MD
Christmas Eve,2019-12-24,False,MD
Christmas Day,2019-12-25,True,MD
New Year's Eve,2019-12-31,False,MD
New Year's Day,2019-01-01,True,MC
Saint Devota's Day,2019-01-27,True,MC
World Wildlife Day,2019-03-03,False,MC
March Equinox,2019-03-20,False,MC
Good Friday,2019-04-19,False,MC
Easter,2019-04-21,False,MC
Easter Monday,2019-04-22,True,MC
Labor Day,2019-05-01,True,MC
Feast of the Ascension of Jesus Christ,2019-05-30,True,MC
Pentecost,2019-06-09,False,MC
Pentecost Monday,2019-06-10,True,MC
Feast of Corpus Christi,2019-06-20,True,MC
June Solstice,2019-06-21,False,MC
International Asteroid Day,2019-06-30,False,MC
Nelson Mandela International Day,2019-07-18,False,MC
Assumption of Mary,2019-08-15,True,MC
September Equinox,2019-09-23,False,MC
All Saints' Day,2019-11-01,True,MC
Day of the Prince,2019-11-19,True,MC
Feast of the Immaculate Conception,2019-12-08,True,MC
December Solstice,2019-12-22,False,MC
Christmas Eve,2019-12-24,False,MC
Christmas Day,2019-12-25,True,MC
New Year's Eve,2019-12-31,False,MC
New Year's Day,2019-01-01,True,MN
Constituion Day,2019-01-13,False,MN
Mongolian Lunar New Year's Eve,2019-02-04,True,MN
Mongolian Lunar New Year's Day,2019-02-05,True,MN
Second Day of the Mongolian Lunar New Year,2019-02-06,True,MN
Third Day of the Mongolian Lunar New Year,2019-02-07,True,MN
Valentine's Day,2019-02-14,False,MN
Patriots' Day,2019-03-01,False,MN
World Wildlife Day,2019-03-03,False,MN
International Women's Day,2019-03-08,True,MN
Father's Day,2019-03-18,False,MN
Mens' and Soldiers' Day,2019-03-18,False,MN
March Equinox,2019-03-20,False,MN
Health Day,2019-04-07,False,MN
Intellectual Property Day,2019-04-26,False,MN
Family Day,2019-05-15,False,MN
Mongolia Fried Rice Day,2019-05-22,False,MN
Children's Day,2019-06-01,True,MN
Mother's Day,2019-06-01,True,MN
June Solstice,2019-06-21,False,MN
International Asteroid Day,2019-06-30,False,MN
State Flag Day,2019-07-10,False,MN
Naadam Festival,2019-07-11,True,MN
Second Day of the Naadam Festival,2019-07-12,True,MN
Third Day of the Naadam Festival,2019-07-13,True,MN
Fourth Day of the Naadam Festival,2019-07-14,True,MN
Fifth Day of the Naadam Festival,2019-07-15,True,MN
Nelson Mandela International Day,2019-07-18,False,MN
Youth's Day,2019-08-25,False,MN
Repression Victims' Day,2019-09-10,False,MN
September Equinox,2019-09-23,False,MN
Elders' Day,2019-10-01,False,MN
Capital City Day,2019-10-29,False,MN
Ghengis Khan's Birthday,2019-11-14,True,MN
Republic Day,2019-11-26,True,MN
Human Rights Day,2019-12-10,False,MN
December Solstice,2019-12-22,False,MN
Christmas Eve,2019-12-24,False,MN
Christmas Day,2019-12-25,False,MN
Independence Day,2019-12-29,True,MN
New Year's Eve,2019-12-31,False,MN
New Year's Day,2019-01-01,True,ME
Second Day of the New Year,2019-01-02,True,ME
Orthodox Christmas Eve,2019-01-06,False,ME
Orthodox Christmas Day,2019-01-07,False,ME
Day after Orthodox Christmas,2019-01-08,False,ME
World Wildlife Day,2019-03-03,False,ME
Mother's Day,2019-03-08,False,ME
March Equinox,2019-03-20,False,ME
Orthodox Good Friday,2019-04-26,False,ME
Orthodox Easter,2019-04-28,False,ME
Orthodox Easter Monday,2019-04-29,False,ME
Labor Day,2019-05-01,True,ME
Day after Labor Day,2019-05-02,True,ME
Independence Day,2019-05-21,True,ME
Day after Independence Day,2019-05-22,True,ME
Festival of Breaking the Fast,2019-06-04,False,ME
June Solstice,2019-06-21,False,ME
International Asteroid Day,2019-06-30,False,ME
Statehood Day,2019-07-13,True,ME
Day after Statehood Day,2019-07-14,True,ME
Nelson Mandela International Day,2019-07-18,False,ME
Feast of the Sacrifice,2019-08-11,False,ME
September Equinox,2019-09-23,False,ME
All Saints' Day,2019-11-01,False,ME
December Solstice,2019-12-22,False,ME
New Year's Eve,2019-12-31,False,ME
New Year's Day,2019-01-01,True,MS
Saint Patrick's Day,2019-03-17,True,MS
March Equinox,2019-03-20,False,MS
Good Friday,2019-04-19,True,MS
Easter,2019-04-21,False,MS
Easter Monday,2019-04-22,True,MS
Labor Day,2019-05-06,True,MS
Queen's Birthday,2019-06-03,True,MS
Pentecost,2019-06-09,False,MS
Pentecost Monday,2019-06-10,True,MS
June Solstice,2019-06-21,False,MS
Emancipation Day,2019-08-05,True,MS
September Equinox,2019-09-23,False,MS
December Solstice,2019-12-22,False,MS
Christmas Eve,2019-12-24,False,MS
Christmas Day,2019-12-25,True,MS
Boxing Day,2019-12-26,True,MS
Festival Day,2019-12-31,True,MS
New Year's Eve,2019-12-31,False,MS
New Year's Day,2019-01-01,True,MA
Independence Manifesto Day,2019-01-11,True,MA
World Wildlife Day,2019-03-03,False,MA
March Equinox,2019-03-20,False,MA
Labor Day,2019-05-01,True,MA
Mother's Day,2019-05-26,False,MA
Festival of Breaking the Fast,2019-06-04,True,MA
June Solstice,2019-06-21,False,MA
International Asteroid Day,2019-06-30,False,MA
Nelson Mandela International Day,2019-07-18,False,MA
Throne Day,2019-07-30,True,MA
Feast of the Sacrifice,2019-08-11,True,MA
Oued Ed-Dahab Day,2019-08-14,True,MA
Revolution Day,2019-08-20,True,MA
Youth Day,2019-08-21,True,MA
Islamic New Year's Day,2019-08-31,True,MA
September Equinox,2019-09-23,False,MA
Green March,2019-11-06,True,MA
Birth of the Prophet,2019-11-09,True,MA
Independence Day,2019-11-18,True,MA
December Solstice,2019-12-22,False,MA
New Year's Eve,2019-12-31,False,MA
New Year's Day,2019-01-01,True,MZ
Mozambican Heroes' Day,2019-02-03,True,MZ
World Wildlife Day,2019-03-03,False,MZ
Father's Day,2019-03-19,False,MZ
March Equinox,2019-03-20,False,MZ
Mozambican Women's Day,2019-04-07,True,MZ
Good Friday,2019-04-19,True,MZ
Easter,2019-04-21,False,MZ
Labor Day,2019-05-01,True,MZ
Mother's Day,2019-05-05,False,MZ
June Solstice,2019-06-21,False,MZ
Independence Day,2019-06-25,True,MZ
International Asteroid Day,2019-06-30,False,MZ
Nelson Mandela International Day,2019-07-18,False,MZ
Victory Day,2019-09-07,True,MZ
September Equinox,2019-09-23,False,MZ
Armed Forces Day,2019-09-25,True,MZ
Peace and Reconciliation Day,2019-10-04,True,MZ
December Solstice,2019-12-22,False,MZ
Christmas Eve,2019-12-24,False,MZ
Christmas Day,2019-12-25,True,MZ
New Year's Eve,2019-12-31,False,MZ
New Year's Day,2019-01-01,True,MM
Independence Day,2019-01-04,True,MM
Union Day,2019-02-12,True,MM
Peasants' Day,2019-03-02,True,MM
World Wildlife Day,2019-03-03,False,MM
Maha Shivaratri,2019-03-04,False,MM
March Equinox,2019-03-20,False,MM
Festival of Colors,2019-03-21,False,MM
Full Moon Day of Tabaung,2019-03-21,True,MM
Armed Forces Day,2019-03-27,True,MM
Water Festival,2019-04-13,True,MM
Second Day of the Water Festival,2019-04-14,True,MM
Third Day of the Water Festival,2019-04-15,True,MM
Fourth Day of the Water Festival,2019-04-16,True,MM
Burmese New Year,2019-04-17,True,MM
Labor Day,2019-05-01,True,MM
Mother's Day,2019-05-12,False,MM
Full Moon Day of Kasong,2019-05-19,True,MM
June Solstice,2019-06-21,False,MM
International Asteroid Day,2019-06-30,False,MM
Full Moon Day of Waso,2019-07-16,True,MM
Nelson Mandela International Day,2019-07-18,False,MM
Martyrs' Day,2019-07-19,True,MM
Feast of the Sacrifice,2019-08-11,True,MM
Raksha Bandhan,2019-08-15,False,MM
Janmashtami,2019-08-24,False,MM
Ganesh Chaturthi,2019-09-02,False,MM
September Equinox,2019-09-23,False,MM
Dussehra,2019-10-08,False,MM
Day before Full Moon Day of Thadingyut,2019-10-11,True,MM
Full Moon Day of Thadingyut,2019-10-12,True,MM
Day after Full Moon Day of Thadingyut,2019-10-13,True,MM
Festival of Lights,2019-10-27,True,MM
Day before Full Moon Day of Tazaungmone,2019-11-09,True,MM
Full Moon Day of Tazaungmone,2019-11-10,True,MM
National Day,2019-11-21,True,MM
December Solstice,2019-12-22,False,MM
Christmas Eve,2019-12-24,False,MM
Christmas Day,2019-12-25,True,MM
New Year's Eve,2019-12-31,True,MM
New Year's Day,2019-01-01,True,NR
Independence Day,2019-01-31,True,NR
World Wildlife Day,2019-03-03,False,NR
March Equinox,2019-03-20,False,NR
Good Friday,2019-04-19,True,NR
Easter,2019-04-21,False,NR
Easter Monday,2019-04-22,True,NR
Constitution Day,2019-05-17,True,NR
June Solstice,2019-06-21,False,NR
International Asteroid Day,2019-06-30,False,NR
Nelson Mandela International Day,2019-07-18,False,NR
September Equinox,2019-09-23,False,NR
National Youth Day,2019-09-25,True,NR
Angram Day,2019-10-26,True,NR
December Solstice,2019-12-22,False,NR
Christmas Eve,2019-12-24,False,NR
Christmas Day,2019-12-25,True,NR
Boxing Day,2019-12-26,True,NR
New Year's Eve,2019-12-31,False,NR
World Wildlife Day,2019-03-03,False,NP
Festival of Lord Shiva,2019-03-04,True,NP
International Women's Day,2019-03-08,True,NP
March Equinox,2019-03-20,False,NP
Festival of Colors,2019-03-21,True,NP
New Year's Eve,2019-04-13,False,NP
New Year's Day,2019-04-14,True,NP
Labor Day,2019-05-01,True,NP
Buddha's Birthday,2019-05-19,True,NP
June Solstice,2019-06-21,False,NP
International Asteroid Day,2019-06-30,False,NP
Nelson Mandela International Day,2019-07-18,False,NP
Constitution Day,2019-09-20,True,NP
September Equinox,2019-09-23,False,NP
Fulpati,2019-10-05,True,NP
Maha Asthami,2019-10-06,True,NP
Maha Navami,2019-10-07,True,NP
Bijaya Dashami,2019-10-08,True,NP
Ekadashi,2019-10-09,True,NP
Laxmi Puja,2019-10-27,True,NP
Nepal Sambat New Year's Day,2019-10-28,False,NP
Bhaitika,2019-10-29,False,NP
December Solstice,2019-12-22,False,NP
New Year's Day,2019-01-01,True,NL
World Wildlife Day,2019-03-03,False,NL
March Equinox,2019-03-20,False,NL
Good Friday,2019-04-19,False,NL
Easter,2019-04-21,True,NL
Easter Monday,2019-04-22,True,NL
Royal Day,2019-04-27,True,NL
Commemoration of the Dead,2019-05-04,False,NL
Liberation Day,2019-05-05,False,NL
Mother's Day,2019-05-12,False,NL
Feast of the Ascension of Jesus Christ,2019-05-30,True,NL
Pentecost,2019-06-09,True,NL
Pentecost Monday,2019-06-10,True,NL
Father's Day,2019-06-16,False,NL
June Solstice,2019-06-21,False,NL
International Asteroid Day,2019-06-30,False,NL
Nelson Mandela International Day,2019-07-18,False,NL
September Equinox,2019-09-23,False,NL
Saint Nicholas' Eve,2019-12-05,False,NL
Saint Nicholas' Day,2019-12-06,False,NL
December Solstice,2019-12-22,False,NL
Christmas Eve,2019-12-24,False,NL
Christmas Day,2019-12-25,True,NL
Boxing Day,2019-12-26,True,NL
New Year's Eve,2019-12-31,False,NL
New Year's Day,2019-01-01,True,NC
March Equinox,2019-03-20,False,NC
Easter,2019-04-21,False,NC
Easter Monday,2019-04-22,True,NC
Labor Day,2019-05-01,True,NC
Victory Day,2019-05-08,True,NC
Feast of the Ascension of Jesus Christ,2019-05-30,True,NC
Pentecost,2019-06-09,False,NC
Pentecost Monday,2019-06-10,True,NC
June Solstice,2019-06-21,False,NC
Bastille Day,2019-07-14,True,NC
Assumption of Mary,2019-08-15,True,NC
September Equinox,2019-09-23,False,NC
French Treaty Day,2019-09-24,True,NC
All Saints' Day,2019-11-01,True,NC
Armistice Day,2019-11-11,True,NC
December Solstice,2019-12-22,False,NC
Christmas Eve,2019-12-24,False,NC
Christmas Day,2019-12-25,True,NC
New Year's Eve,2019-12-31,True,NC
New Year's Day,2019-01-01,True,NZ
Second Day of the New Year,2019-01-02,True,NZ
Waitangi Day,2019-02-06,True,NZ
World Wildlife Day,2019-03-03,False,NZ
March Equinox,2019-03-20,False,NZ
Good Friday,2019-04-19,True,NZ
Easter,2019-04-21,False,NZ
Easter Monday,2019-04-22,True,NZ
Anzac Day,2019-04-25,True,NZ
Mother's Day,2019-05-12,False,NZ
Queen's Birthday,2019-06-03,True,NZ
June Solstice,2019-06-21,False,NZ
International Asteroid Day,2019-06-30,False,NZ
Nelson Mandela International Day,2019-07-18,False,NZ
Father's Day,2019-09-01,False,NZ
September Equinox,2019-09-23,False,NZ
Labor Day,2019-10-28,True,NZ
December Solstice,2019-12-22,False,NZ
Christmas Eve,2019-12-24,False,NZ
Christmas Day,2019-12-25,True,NZ
Boxing Day,2019-12-26,True,NZ
New Year's Eve,2019-12-31,False,NZ
New Year's Day,2019-01-01,True,NI
Air Force Day,2019-02-01,True,NI
World Wildlife Day,2019-03-03,False,NI
March Equinox,2019-03-20,False,NI
Holy Thursday,2019-04-04,True,NI
Labor Day,2019-05-01,True,NI
Army Day,2019-05-27,True,NI
Mother's Day,2019-05-30,False,NI
June Solstice,2019-06-21,False,NI
Father's Day,2019-06-23,False,NI
International Asteroid Day,2019-06-30,False,NI
Nelson Mandela International Day,2019-07-18,False,NI
Liberation Day,2019-07-19,True,NI
Fiesta de Santiago,2019-07-25,False,NI
Fiesta de Santa Ana,2019-07-26,False,NI
Fiesta de Santo Domingo,2019-08-01,False,NI
Fiesta de Santo Domingo Holiday,2019-08-10,False,NI
Crab Soup Day,2019-08-27,False,NI
Battle of San Jacinto,2019-09-14,True,NI
Independence Day,2019-09-15,True,NI
September Equinox,2019-09-23,False,NI
Fiesta de San Jerónimo,2019-09-30,False,NI
Indigenous Resistance Day,2019-10-12,True,NI
All Souls' Day,2019-11-02,True,NI
Feast of the Immaculate Conception Eve,2019-12-07,True,NI
Feast of the Immaculate Conception,2019-12-08,True,NI
December Solstice,2019-12-22,False,NI
Christmas Eve,2019-12-24,True,NI
Christmas Day,2019-12-25,True,NI
New Year's Eve,2019-12-31,True,NI
New Year's Day,2019-01-01,True,NE
World Wildlife Day,2019-03-03,False,NE
March Equinox,2019-03-20,False,NE
Easter,2019-04-21,False,NE
Easter Monday,2019-04-22,True,NE
Concord Day,2019-04-24,True,NE
Labor Day,2019-05-01,True,NE
Mother's Day,2019-05-26,False,NE
Night of Decree,2019-05-31,True,NE
Festival of Breaking the Fast,2019-06-04,True,NE
June Solstice,2019-06-21,False,NE
International Asteroid Day,2019-06-30,False,NE
Nelson Mandela International Day,2019-07-18,False,NE
Nigerien Independence Day,2019-08-03,True,NE
Feast of the Sacrifice,2019-08-11,True,NE
Islamic New Year's Day,2019-08-31,True,NE
September Equinox,2019-09-23,False,NE
Birth of the Prophet,2019-11-09,True,NE
Nigerien Republic Day,2019-12-18,True,NE
December Solstice,2019-12-22,False,NE
Christmas Eve,2019-12-24,False,NE
Christmas Day,2019-12-25,True,NE
New Year's Eve,2019-12-31,False,NE
New Year's Day,2019-01-01,True,NG
Election Day,2019-02-22,True,NG
World Wildlife Day,2019-03-03,False,NG
Women's Day,2019-03-08,False,NG
March Equinox,2019-03-20,False,NG
Mother's Day,2019-03-31,False,NG
Good Friday,2019-04-19,True,NG
Holy Saturday,2019-04-20,False,NG
Easter,2019-04-21,False,NG
Easter Monday,2019-04-22,True,NG
Workers' Day,2019-05-01,True,NG
Democracy Day,2019-05-29,True,NG
Presidential Inauguration Day,2019-05-29,True,NG
Festival of Breaking the Fast,2019-06-04,True,NG
Children's Day,2019-06-15,False,NG
Father's Day,2019-06-16,False,NG
June Solstice,2019-06-21,False,NG
International Asteroid Day,2019-06-30,False,NG
Nelson Mandela International Day,2019-07-18,False,NG
Feast of the Sacrifice,2019-08-11,True,NG
September Equinox,2019-09-23,False,NG
Independence Day,2019-10-01,True,NG
Birth of the Prophet,2019-11-09,True,NG
December Solstice,2019-12-22,False,NG
Christmas Eve,2019-12-24,False,NG
Christmas Day,2019-12-25,True,NG
Boxing Day,2019-12-26,True,NG
New Year's Eve,2019-12-31,False,NG
New Year's Day,2019-01-01,True,NU
Takai Commission Holiday,2019-01-02,True,NU
March Equinox,2019-03-20,False,NU
Good Friday,2019-04-19,True,NU
Easter,2019-04-21,False,NU
Easter Monday,2019-04-22,True,NU
Queen's Birthday,2019-06-03,True,NU
June Solstice,2019-06-21,False,NU
September Equinox,2019-09-23,False,NU
Constitution Day,2019-10-19,True,NU
Second Day of Constitution Day,2019-10-20,True,NU
Third Day of Constitution Day,2019-10-21,True,NU
Peniamina Gospel Day,2019-10-22,True,NU
December Solstice,2019-12-22,False,NU
Christmas Eve,2019-12-24,False,NU
Christmas Day,2019-12-25,True,NU
Boxing Day,2019-12-26,True,NU
New Year's Eve,2019-12-31,False,NU
New Year's Day,2019-01-01,True,NF
Australia Day,2019-01-26,True,NF
Foundation Day,2019-03-06,True,NF
March Equinox,2019-03-20,False,NF
Good Friday,2019-04-19,True,NF
Easter,2019-04-21,False,NF
Easter Monday,2019-04-22,True,NF
Anzac Day,2019-04-25,True,NF
Bounty Day,2019-06-08,True,NF
Queen's Birthday,2019-06-11,True,NF
June Solstice,2019-06-21,False,NF
September Equinox,2019-09-23,False,NF
Norfolk Island Agricultural Show,2019-10-14,True,NF
Thanksgiving Day,2019-11-27,True,NF
December Solstice,2019-12-22,False,NF
Christmas Eve,2019-12-24,False,NF
Christmas Day,2019-12-25,True,NF
Boxing Day,2019-12-26,True,NF
New Year's Eve,2019-12-31,False,NF
New Year's Day,2019-01-01,True,MP
"Martin Luther King, Jr. Day",2019-01-21,True,MP
George Washington's Birthday,2019-02-18,True,MP
March Equinox,2019-03-20,False,MP
Commonwealth Covenant Day,2019-03-25,True,MP
Mother's Day,2019-05-12,False,MP
Memorial Day,2019-05-27,True,MP
Father's Day,2019-06-16,False,MP
June Solstice,2019-06-21,False,MP
Independence Day,2019-07-04,True,MP
Labor Day,2019-09-02,True,MP
September Equinox,2019-09-23,False,MP
Columbus Day,2019-10-14,True,MP
Veterans Day,2019-11-11,True,MP
Thanksgiving Day,2019-11-28,True,MP
December Solstice,2019-12-22,False,MP
Christmas Eve,2019-12-24,False,MP
Christmas Day,2019-12-25,True,MP
New Year's Eve,2019-12-31,False,MP
New Year's Day,2019-01-01,True,NO
Princess Ingrid Alexandra's Day,2019-01-21,False,NO
The Saami People's Day,2019-02-06,False,NO
Mother's Day,2019-02-10,False,NO
Valentine's Day,2019-02-14,False,NO
King Harald V's Day,2019-02-21,False,NO
Carnival,2019-03-03,False,NO
World Wildlife Day,2019-03-03,False,NO
March Equinox,2019-03-20,False,NO
Start of Daylight Saving Time,2019-03-31,False,NO
Palm Sunday,2019-04-14,False,NO
Maundy Thursday,2019-04-18,True,NO
Good Friday,2019-04-19,True,NO
Easter,2019-04-21,True,NO
Easter Monday,2019-04-22,True,NO
Labor Day,2019-05-01,True,NO
Day of Liberation,2019-05-08,False,NO
Constitution Day,2019-05-17,True,NO
Feast of the Ascension of Jesus Christ,2019-05-30,True,NO
Dissolution of the Union Between Norway and Sweden,2019-06-07,False,NO
Pentecost Eve,2019-06-08,False,NO
Pentecost,2019-06-09,True,NO
Pentecost Monday,2019-06-10,True,NO
June Solstice,2019-06-21,False,NO
Midsummer Eve,2019-06-23,False,NO
Saint John's Day,2019-06-24,False,NO
International Asteroid Day,2019-06-30,False,NO
Queen Sonja's Day,2019-07-04,False,NO
Nelson Mandela International Day,2019-07-18,False,NO
Crown Prince Haakon's Day,2019-07-20,False,NO
Saint Olaf's Day,2019-07-29,False,NO
Crown Princess Mette-Marit's Day,2019-08-19,False,NO
September Equinox,2019-09-23,False,NO
United Nation's Day,2019-10-24,False,NO
Repentance Day,2019-10-25,False,NO
End of Daylight Saving Time,2019-10-27,False,NO
Halloween,2019-10-31,False,NO
All Saints' Day,2019-11-01,False,NO
Father's Day,2019-11-10,False,NO
First Sunday of Advent,2019-12-01,True,NO
Second Sunday of Advent,2019-12-08,True,NO
Third Sunday of Advent,2019-12-15,True,NO
December Solstice,2019-12-22,False,NO
Fourth Sunday of Advent,2019-12-22,True,NO
Christmas Eve,2019-12-24,False,NO
Christmas Day,2019-12-25,True,NO
Boxing Day,2019-12-26,True,NO
New Year's Eve,2019-12-31,False,NO
New Year's Day,2019-01-01,True,OM
World Wildlife Day,2019-03-03,False,OM
March Equinox,2019-03-20,False,OM
Mother's Day,2019-03-21,False,OM
Festival of Breaking the Fast,2019-06-04,True,OM
Second Day of the Festival of Breaking the Fast,2019-06-05,True,OM
Third Day of the Festival of Breaking the Fast,2019-06-06,True,OM
Father's Day,2019-06-16,False,OM
June Solstice,2019-06-21,False,OM
International Asteroid Day,2019-06-30,False,OM
