PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2,United States,North Carolina,2020-08-04,1,1,1,2,1,1,0,3,1,0,0,3
2,United States,North Dakota,2020-08-01,2,2,1,0,1,0,1,2,0,2,0,3
2,United States,North Dakota,2020-08-02,2,0,0,1,1,2,0,3,1,1,0,3
2,United States,North Dakota,2020-08-03,1,1,0,1,1,0,1,2,0,1,1,1
2,United States,North Dakota,2020-08-04,1,2,1,3,1,2,1,0,0,1,0,2
2,United States,Nebraska,2020-08-01,0,1,1,2,1,2,0,3,1,1,0,3
2,United States,Nebraska,2020-08-02,0,0,0,2,1,2,0,1,0,0,0,3
2,United States,Nebraska,2020-08-03,0,2,0,0,0,1,1,2,1,2,1,1
2,United States,Nebraska,2020-08-04,2,0,1,1,1,0,1,1,1,1,0,3
2,United States,New Hampshire,2020-08-01,0,0,1,1,1,2,1,1,1,0,1,2
2,United States,New Hampshire,2020-08-02,1,1,1,1,1,1,0,2,0,1,1,3
2,United States,New Hampshire,2020-08-03,0,0,0,1,0,1,0,0,0,0,1,0
2,United States,New Hampshire,2020-08-04,2,0,0,0,0,0,1,1,1,2,1,0
2,United States,New Jersey,2020-08-01,0,2,1,3,0,0,1,1,1,1,0,3
2,United States,New Jersey,2020-08-02,2,0,1,3,1,2,0,0,0,0,1,3
2,United States,New Jersey,2020-08-03,1,0,0,1,0,0,0,3,0,0,1,2
2,United States,New Jersey,2020-08-04,1,0,1,0,0,1,0,2,1,0,1,3
2,United States,New Mexico,2020-08-01,1,1,0,0,1,1,0,2,0,0,0,2
2,United States,New Mexico,2020-08-02,1,2,1,1,1,0,0,0,1,0,1,3
2,United States,New Mexico,2020-08-03,1,0,0,1,1,1,0,0,1,2,1,0
2,United States,New Mexico,2020-08-04,1,0,0,2,0,1,1,2,1,2,0,0
2,United States,Nevada,2020-08-01,1,0,0,2,0,0,1,1,1,1,0,1
2,United States,Nevada,2020-08-02,0,1,1,3,1,2,1,0,1,1,1,3
2,United States,Nevada,2020-08-03,2,2,0,1,1,1,1,1,0,2,1,2
2,United States,Nevada,2020-08-04,2,1,0,0,0,2,0,3,1,0,1,1
2,United States,New York,2020-08-01,0,2,0,2,0,0,1,0,0,0,1,1
2,United States,New York,2020-08-02,0,0,1,3,1,2,1,2,0,2,1,3
2,United States,New York,2020-08-03,0,1,0,2,1,1,0,3,1,2,0,3
2,United States,New York,2020-08-04,0,2,1,1,1,0,0,0,1,0,1,3
2,United States,Ohio,2020-08-01,2,2,0,0,0,0,1,1,1,2,1,2
2,United States,Ohio,2020-08-02,2,2,1,1,1,2,0,3,1,1,0,2
2,United States,Ohio,2020-08-03,1,2,0,0,1,0,1,3,0,2,1,0
2,United States,Ohio,2020-08-04,2,1,0,0,1,2,1,0,1,1,1,1
2,United States,Oklahoma,2020-08-01,1,1,1,0,0,0,0,2,1,0,0,2
2,United States,Oklahoma,2020-08-02,0,1,0,3,1,1,0,0,1,1,1,3
2,United States,Oklahoma,2020-08-03,2,2,0,2,1,1,0,2,0,1,0,3
2,United States,Oklahoma,2020-08-04,2,1,1,1,1,1,1,0,1,2,1,2
2,United States,Oregon,2020-08-01,0,1,0,0,0,1,1,0,0,0,1,1
2,United States,Oregon,2020-08-02,0,1,1,0,1,1,1,2,0,2,1,0
2,United States,Oregon,2020-08-03,2,0,1,1,0,1,1,1,0,1,0,0
2,United States,Oregon,2020-08-04,1,2,0,3,1,2,1,1,0,1,1,1
2,United States,Pennsylvania,2020-08-01,1,0,0,3,0,0,0,2,1,0,1,3
2,United States,Pennsylvania,2020-08-02,0,0,0,3,0,2,1,3,0,0,0,1
2,United States,Pennsylvania,2020-08-03,0,1,0,1,1,2,1,2,1,0,1,3
2,United States,Pennsylvania,2020-08-04,0,2,1,1,1,0,1,0,0,1,0,2
2,United States,Rhode Island,2020-08-01,1,1,1,1,1,0,1,0,1,2,1,1
2,United States,Rhode Island,2020-08-02,2,1,1,2,0,1,1,3,0,0,0,1
2,United States,Rhode Island,2020-08-03,0,0,1,2,0,2,1,1,0,2,1,1
2,United States,Rhode Island,2020-08-04,0,0,0,0,0,1,1,1,0,1,0,1
2,United States,South Carolina,2020-08-01,0,0,0,2,0,1,1,1,0,1,1,0
2,United States,South Carolina,2020-08-02,1,0,0,3,0,1,0,0,0,0,1,3
2,United States,South Carolina,2020-08-03,1,2,1,0,1,0,1,1,1,2,1,1
2,United States,South Carolina,2020-08-04,1,2,0,1,1,1,0,2,0,1,1,1
2,United States,South Dakota,2020-08-01,2,1,1,1,0,2,1,1,0,2,0,1
2,United States,South Dakota,2020-08-02,2,1,1,0,1,2,1,0,0,2,1,1
2,United States,South Dakota,2020-08-03,0,1,0,2,1,1,1,2,0,1,1,2
2,United States,South Dakota,2020-08-04,1,2,1,3,1,1,0,0,1,0,1,3
2,United States,Tennessee,2020-08-01,2,2,1,1,1,0,1,0,1,1,1,0
2,United States,Tennessee,2020-08-02,0,2,1,2,1,2,1,3,1,0,0,1
2,United States,Tennessee,2020-08-03,2,2,1,3,0,2,0,0,0,1,0,2
2,United States,Tennessee,2020-08-04,1,2,1,2,0,0,0,0,0,1,0,0
2,United States,Texas,2020-08-01,0,2,0,0,1,2,0,3,0,1,1,2
2,United States,Texas,2020-08-02,1,1,0,2,1,1,1,3,0,2,1,3
2,United States,Texas,2020-08-03,1,2,1,2,0,1,1,1,0,2,0,3
2,United States,Texas,2020-08-04,0,0,1,2,1,1,1,2,1,0,0,2
2,United States,Utah,2020-08-01,2,1,0,3,0,1,0,0,1,0,0,0
2,United States,Utah,2020-08-02,1,1,1,2,1,2,0,1,1,0,1,2
2,United States,Utah,2020-08-03,2,2,0,3,0,1,0,2,0,2,1,2
2,United States,Utah,2020-08-04,0,1,1,1,0,2,1,2,1,0,0,2
2,United States,Virginia,2020-08-01,2,2,0,2,1,0,0,3,0,0,0,3
2,United States,Virginia,2020-08-02,0,1,1,1,1,1,1,2,1,0,1,3
2,United States,Virginia,2020-08-03,2,0,1,0,1,2,1,0,1,2,0,3
2,United States,Virginia,2020-08-04,0,0,0,3,1,0,0,1,1,0,1,3
2,United States,Virgin Islands,2020-08-01,1,2,0,0,1,1,1,2,1,1,0,2
2,United States,Virgin Islands,2020-08-02,2,1,1,3,1,2,0,1,0,2,1,0
2,United States,Virgin Islands,2020-08-03,0,2,1,2,1,0,0,0,0,2,0,1
2,United States,Virgin Islands,2020-08-04,1,2,1,0,0,0,0,2,1,1,0,0
2,United States,Vermont,2020-08-01,2,0,0,2,0,1,1,1,1,0,1,0
2,United States,Vermont,2020-08-02,2,0,0,3,1,2,0,3,0,1,1,3
2,United States,Vermont,2020-08-03,2,0,1,0,0,0,0,3,0,1,1,2
2,United States,Vermont,2020-08-04,2,0,1,0,1,0,1,2,1,0,0,2
2,United States,Washington,2020-08-01,0,2,0,1,0,2,1,0,0,0,1,0
2,United States,Washington,2020-08-02,1,1,0,0,0,1,1,3,0,0,1,2
2,United States,Washington,2020-08-03,1,0,0,1,0,0,1,2,1,0,1,2
2,United States,Washington,2020-08-04,1,2,1,2,0,2,1,1,0,1,0,2
2,United States,Wisconsin,2020-08-01,0,0,0,2,1,0,1,2,0,2,1,3
2,United States,Wisconsin,2020-08-02,1,2,0,0,1,1,0,3,1,0,1,3
2,United States,Wisconsin,2020-08-03,1,2,0,1,1,2,0,2,0,0,1,3
2,United States,Wisconsin,2020-08-04,2,0,1,2,0,0,0,0,0,0,1,3
2,United States,West Virginia,2020-08-01,2,1,1,1,0,1,0,0,1,2,1,0
2,United States,West Virginia,2020-08-02,0,0,0,3,0,1,1,2,1,1,0,0
2,United States,West Virginia,2020-08-03,0,1,0,0,1,2,1,0,0,2,1,0
2,United States,West Virginia,2020-08-04,1,1,0,0,1,2,0,1,1,0,0,3
2,United States,Wyoming,2020-08-01,2,2,0,0,0,0,1,2,1,1,1,2
2,United States,Wyoming,2020-08-02,2,2,0,2,0,1,1,0,0,0,0,0
2,United States,Wyoming,2020-08-03,1,1,0,3,1,2,0,0,1,0,1,2
2,United States,Wyoming,2020-08-04,1,2,0,3,0,2,1,3,1,0,1,1
2,Uzbekistan,,2020-08-01,1,2,1,1,1,1,1,0,0,0,1,2
2,Uzbekistan,,2020-08-02,2,0,0,2,1,1,1,3,0,2,1,2
2,Uzbekistan,,2020-08-03,2,2,1,1,1,1,0,0,0,2,0,3
2,Uzbekistan,,2020-08-04,2,1,0,0,1,1,1,0,1,1,1,3
2,Venezuela,,2020-08-01,2,2,1,3,1,0,0,3,1,1,1,0
2,Venezuela,,2020-08-02,1,0,0,3,0,2,1,0,1,0,0,0
2,Venezuela,,2020-08-03,1,1,0,0,1,0,1,0,1,1,0,1
2,Venezuela,,2020-08-04,1,1,0,3,1,0,0,2,1,0,0,1
2,Vietnam,,2020-08-01,0,1,0,0,1,2,0,3,1,2,1,0
2,Vietnam,,2020-08-02,2,1,1,1,1,0,1,0,0,0,0,1
2,Vietnam,,2020-08-03,0,0,1,3,0,0,0,1,0,2,1,1
2,Vietnam,,2020-08-04,0,2,0,3,0,2,1,2,1,0,1,3
2,Vanuatu,,2020-08-01,0,1,0,3,0,2,1,0,0,1,0,3
2,Vanuatu,,2020-08-02,0,1,1,1,1,1,1,1,0,1,0,0
2,Vanuatu,,2020-08-03,1,2,0,2,0,1,0,2,0,2,0,0
2,Vanuatu,,2020-08-04,1,0,0,1,0,0,1,0,0,0,1,2
2,Yemen,,2020-08-01,1,1,1,3,1,0,0,0,0,0,0,1
2,Yemen,,2020-08-02,2,1,1,0,1,2,0,3,1,2,1,3
2,Yemen,,2020-08-03,1,2,1,1,0,0,1,1,1,2,1,0
2,Yemen,,2020-08-04,1,2,0,2,1,1,0,3,1,2,0,0
2,South Africa,,2020-08-01,2,1,0,0,0,2,1,2,1,1,0,3
2,South Africa,,2020-08-02,1,2,1,3,1,0,0,2,0,2,0,3
2,South Africa,,2020-08-03,0,0,0,1,1,1,1,0,0,0,0,1
2,South Africa,,2020-08-04,1,1,1,2,1,0,0,1,1,1,0,0
2,Zambia,,2020-08-01,1,2,1,2,1,0,1,1,0,0,1,2
2,Zambia,,2020-08-02,0,2,1,3,0,2,1,0,0,1,1,0
2,Zambia,,2020-08-03,1,0,1,1,1,2,0,0,0,1,1,3
2,Zambia,,2020-08-04,0,2,1,0,0,2,0,0,1,0,1,1
2,Zimbabwe,,2020-08-01,0,0,0,2,1,2,1,1,1,1,0,3
2,Zimbabwe,,2020-08-02,0,2,1,0,0,2,1,2,1,2,1,0
2,Zimbabwe,,2020-08-03,1,0,1,3,1,2,0,1,1,0,0,3
2,Zimbabwe,,2020-08-04,2,2,1,3,1,2,1,1,0,2,0,1
3,Aruba,,2020-08-01,0,2,1,0,1,0,0,2,1,0,0,0
3,Aruba,,2020-08-02,1,2,1,3,0,0,0,2,1,0,0,0
3,Aruba,,2020-08-03,1,1,0,1,1,1,1,0,0,1,1,2
3,Aruba,,2020-08-04,1,1,0,0,1,0,0,1,0,2,0,3
3,Afghanistan,,2020-08-01,0,2,0,3,1,1,1,0,0,1,0,1
3,Afghanistan,,2020-08-02,2,1,1,2,0,0,0,2,1,1,1,0
3,Afghanistan,,2020-08-03,2,2,0,2,1,1,0,1,0,0,1,0
3,Afghanistan,,2020-08-04,1,0,1,3,0,0,1,1,0,1,1,1
3,Angola,,2020-08-01,2,2,1,0,0,2,1,3,1,0,1,0
3,Angola,,2020-08-02,2,1,1,0,0,2,0,1,0,0,0,0
3,Angola,,2020-08-03,0,1,0,3,1,0,1,3,1,1,0,1
3,Angola,,2020-08-04,2,2,1,1,1,2,0,3,0,2,1,3
3,Albania,,2020-08-01,0,1,1,1,1,0,1,3,0,2,1,0
3,Albania,,2020-08-02,0,2,1,3,1,0,1,2,0,2,1,0
3,Albania,,2020-08-03,2,0,0,1,1,0,1,3,1,1,1,3
3,Albania,,2020-08-04,1,0,1,3,0,1,0,1,1,1,0,0
3,Andorra,,2020-08-01,1,1,1,0,0,0,0,1,1,0,1,1
3,Andorra,,2020-08-02,1,1,0,0,1,0,1,0,0,0,1,1
3,Andorra,,2020-08-03,2,2,0,0,0,0,1,1,0,1,1,3
3,Andorra,,2020-08-04,1,0,1,0,0,0,1,2,1,0,0,2
3,United Arab Emirates,,2020-08-01,1,0,1,2,1,1,1,2,0,0,0,1
3,United Arab Emirates,,2020-08-02,1,0,0,0,0,1,1,1,1,2,0,1
3,United Arab Emirates,,2020-08-03,2,2,1,3,0,1,0,0,1,1,0,2
3,United Arab Emirates,,2020-08-04,0,1,0,2,1,0,0,3,0,2,0,1
3,Argentina,,2020-08-01,1,0,0,3,1,0,0,0,1,2,0,0
3,Argentina,,2020-08-02,1,0,0,3,0,1,1,2,0,2,1,0
3,Argentina,,2020-08-03,1,1,0,2,0,2,0,2,1,1,1,2
3,Argentina,,2020-08-04,0,2,0,1,0,1,0,3,1,0,0,2
3,Australia,,2020-08-01,1,0,0,0,1,1,1,0,0,2,0,2
3,Australia,,2020-08-02,2,1,0,1,0,0,1,2,1,1,0,2
3,Australia,,2020-08-03,0,1,0,3,1,1,0,3,1,2,1,3
3,Australia,,2020-08-04,1,0,0,0,1,2,1,2,1,2,0,2
3,Austria,,2020-08-01,0,0,1,1,1,2,1,2,0,1,1,1
3,Austria,,2020-08-02,0,1,1,1,1,1,0,3,0,0,0,3
3,Austria,,2020-08-03,2,2,0,0,1,0,0,3,1,0,1,2
3,Austria,,2020-08-04,1,2,1,0,1,0,0,1,1,0,0,2
3,Azerbaijan,,2020-08-01,0,1,0,2,1,0,0,0,1,1,0,3
3,Azerbaijan,,2020-08-02,0,2,1,0,0,2,0,2,0,2,1,3
3,Azerbaijan,,2020-08-03,1,0,0,0,1,2,0,0,1,2,0,1
3,Azerbaijan,,2020-08-04,0,0,1,1,1,2,0,3,0,0,1,3
3,Burundi,,2020-08-01,2,2,0,0,0,1,1,3,1,1,0,2
3,Burundi,,2020-08-02,1,0,0,3,1,1,1,2,1,1,1,0
3,Burundi,,2020-08-03,2,0,1,3,0,2,0,3,1,2,1,1
3,Burundi,,2020-08-04,0,2,1,0,1,1,1,3,0,2,1,2
3,Belgium,,2020-08-01,0,2,1,1,0,0,0,3,0,0,1,2
3,Belgium,,2020-08-02,2,1,0,1,1,2,0,0,0,0,1,0
3,Belgium,,2020-08-03,0,0,1,3,0,2,0,2,1,0,0,3
3,Belgium,,2020-08-04,1,0,1,0,1,1,0,2,1,0,0,2
3,Benin,,2020-08-01,1,0,1,1,0,2,1,3,0,2,1,2
3,Benin,,2020-08-02,1,2,1,1,0,1,1,2,0,1,0,0
3,Benin,,2020-08-03,2,0,1,2,1,2,0,2,0,0,1,2
3,Benin,,2020-08-04,2,2,1,2,1,1,0,2,1,0,0,1
3,Burkina Faso,,2020-08-01,1,0,1,1,1,1,1,1,1,2,0,3
3,Burkina Faso,,2020-08-02,2,0,0,3,1,0,1,2,1,0,1,3
3,Burkina Faso,,2020-08-03,0,1,0,3,0,0,1,3,0,1,1,0
3,Burkina Faso,,2020-08-04,1,1,0,1,1,2,0,1,1,1,0,1
3,Bangladesh,,2020-08-01,1,0,0,3,1,0,1,2,1,0,1,1
3,Bangladesh,,2020-08-02,2,2,0,0,1,0,1,1,1,1,1,1
3,Bangladesh,,2020-08-03,1,0,0,1,0,0,1,2,0,1,1,0
3,Bangladesh,,2020-08-04,1,0,0,0,1,2,1,0,0,2,1,0
3,Bulgaria,,2020-08-01,2,2,0,0,1,0,0,3,0,2,0,3
3,Bulgaria,,2020-08-02,1,2,0,3,1,2,0,1,1,2,0,0
3,Bulgaria,,2020-08-03,1,0,1,0,0,1,0,2,0,0,0,3
3,Bulgaria,,2020-08-04,1,0,0,3,0,0,0,2,0,1,1,1
3,Bahrain,,2020-08-01,1,0,1,1,1,1,0,0,0,1,1,2
3,Bahrain,,2020-08-02,2,1,0,3,1,0,0,0,0,1,0,2
3,Bahrain,,2020-08-03,0,2,0,3,1,0,0,2,0,0,0,3
3,Bahrain,,2020-08-04,0,0,0,0,1,1,0,1,0,0,1,1
3,Bahamas,,2020-08-01,0,0,0,3,0,0,0,0,0,1,1,3
3,Bahamas,,2020-08-02,2,2,0,1,0,2,1,1,0,2,0,3
3,Bahamas,,2020-08-03,1,2,0,2,0,0,0,3,0,1,0,1
3,Bahamas,,2020-08-04,1,0,1,2,0,2,1,3,1,2,0,1
3,Bosnia and Herzegovina,,2020-08-01,0,2,1,3,0,0,0,2,1,0,1,0
3,Bosnia and Herzegovina,,2020-08-02,0,2,1,2,1,0,1,2,0,1,0,1
3,Bosnia and Herzegovina,,2020-08-03,1,0,1,3,1,0,1,2,0,1,1,2
3,Bosnia and Herzegovina,,2020-08-04,2,2,0,0,0,2,1,3,0,0,1,2
3,Belarus,,2020-08-01,0,2,1,3,1,2,1,1,1,0,0,1
3,Belarus,,2020-08-02,2,2,0,3,0,1,0,3,1,2,0,3
3,Belarus,,2020-08-03,2,0,1,1,0,2,0,0,0,0,0,2
3,Belarus,,2020-08-04,2,1,0,3,0,0,1,0,0,2,0,3
3,Belize,,2020-08-01,0,2,0,1,1,1,0,3,0,1,1,0
3,Belize,,2020-08-02,1,2,1,1,1,0,1,1,0,1,0,0
3,Belize,,2020-08-03,0,1,0,0,0,1,1,3,0,1,1,3
3,Belize,,2020-08-04,0,2,1,1,0,0,0,1,1,0,0,3
3,Bermuda,,2020-08-01,2,2,0,1,1,2,1,3,1,0,0,3
3,Bermuda,,2020-08-02,1,1,0,1,0,0,1,2,0,0,0,1
3,Bermuda,,2020-08-03,1,1,0,1,0,0,1,1,0,2,0,2
3,Bermuda,,2020-08-04,1,1,1,0,0,1,1,1,0,1,0,0
3,Bolivia,,2020-08-01,0,2,1,2,1,1,1,1,0,1,0,2
3,Bolivia,,2020-08-02,1,0,1,2,0,0,0,1,1,2,0,1
3,Bolivia,,2020-08-03,0,2,0,3,0,1,1,3,1,2,0,2
3,Bolivia,,2020-08-04,2,2,0,0,1,2,0,0,1,1,1,1
3,Brazil,,2020-08-01,1,2,0,1,0,1,0,1,0,0,0,2
3,Brazil,,2020-08-02,1,2,0,0,1,0,0,0,1,1,0,0
3,Brazil,,2020-08-03,0,0,0,1,0,1,1,2,1,0,0,0
3,Brazil,,2020-08-04,1,0,1,0,1,2,0,2,1,0,0,3
3,Barbados,,2020-08-01,1,2,1,1,1,0,1,2,0,2,0,3
3,Barbados,,2020-08-02,0,2,0,3,0,0,1,2,1,1,0,1
3,Barbados,,2020-08-03,2,1,1,1,0,1,1,0,1,2,0,3
3,Barbados,,2020-08-04,2,1,0,3,1,1,1,0,0,2,0,3
3,Brunei,,2020-08-01,0,1,0,0,0,0,0,0,1,1,0,3
3,Brunei,,2020-08-02,1,2,1,0,1,1,0,2,0,0,0,2
3,Brunei,,2020-08-03,1,2,1,2,0,0,0,3,1,0,1,1
3,Brunei,,2020-08-04,2,1,0,3,1,2,0,3,0,2,0,0
3,Bhutan,,2020-08-01,0,1,0,1,0,2,1,0,0,2,1,1
3,Bhutan,,2020-08-02,1,2,1,2,1,1,1,0,1,0,1,1
3,Bhutan,,2020-08-03,1,2,1,0,0,1,0,0,0,0,1,2
3,Bhutan,,2020-08-04,0,2,1,3,1,1,0,2,0,2,0,0
3,Botswana,,2020-08-01,0,2,0,0,1,2,1,0,1,1,1,0
3,Botswana,,2020-08-02,0,2,1,0,0,2,0,1,0,0,0,3
3,Botswana,,2020-08-03,0,2,0,3,1,0,1,1,1,0,1,2
3,Botswana,,2020-08-04,0,2,1,2,1,1,0,2,1,0,0,3
3,Central African Republic,,2020-08-01,0,1,0,3,1,2,0,2,1,2,1,1
3,Central African Republic,,2020-08-02,0,1,1,1,1,0,1,0,0,2,0,0
3,Central African Republic,,2020-08-03,0,2,1,1,1,1,0,2,1,1,1,2
3,Central African Republic,,2020-08-04,2,0,1,2,0,2,1,1,1,2,1,3
3,Canada,,2020-08-01,1,0,1,3,0,2,1,0,1,1,0,1
3,Canada,,2020-08-02,1,0,1,0,0,0,0,1,0,2,1,0
3,Canada,,2020-08-03,1,0,0,0,0,1,1,2,1,2,1,2
3,Canada,,2020-08-04,2,2,0,3,0,2,0,3,0,2,0,3
3,Switzerland,,2020-08-01,2,2,1,2,1,1,0,0,1,2,1,0
3,Switzerland,,2020-08-02,0,1,0,0,0,2,0,3,1,1,1,3
3,Switzerland,,2020-08-03,0,1,1,2,1,2,1,0,1,0,1,1
3,Switzerland,,2020-08-04,2,0,1,1,1,1,1,3,0,0,0,0
3,Chile,,2020-08-01,1,0,1,2,0,2,0,0,1,1,0,2
3,Chile,,2020-08-02,1,2,1,2,0,0,0,2,1,2,1,2
3,Chile,,2020-08-03,2,2,0,1,1,2,0,0,1,1,1,3
3,Chile,,2020-08-04,2,0,1,1,0,0,0,1,0,2,0,0
3,China,,2020-08-01,0,2,0,3,1,1,1,0,1,0,0,3
3,China,,2020-08-02,0,0,1,2,0,0,1,0,1,1,0,3
3,China,,2020-08-03,1,2,1,3,0,1,0,0,1,1,0,3
3,China,,2020-08-04,0,1,1,2,0,1,1,0,1,0,0,1
3,Cote d'Ivoire,,2020-08-01,0,1,1,0,0,1,1,2,0,0,1,0
3,Cote d'Ivoire,,2020-08-02,0,2,0,2,1,0,0,1,0,2,0,1
3,Cote d'Ivoire,,2020-08-03,2,0,1,1,1,1,0,1,1,1,1,1
3,Cote d'Ivoire,,2020-08-04,1,0,1,0,0,0,1,2,0,1,1,1
3,Cameroon,,2020-08-01,0,0,0,1,0,2,1,1,1,0,1,1
3,Cameroon,,2020-08-02,1,0,0,2,0,2,1,0,1,0,0,3
3,Cameroon,,2020-08-03,2,2,1,1,0,0,1,0,1,2,0,2
3,Cameroon,,2020-08-04,1,0,1,0,0,2,0,2,0,2,0,2
3,Democratic Republic of Congo,,2020-08-01,1,2,1,3,1,1,0,2,0,1,0,3
3,Democratic Republic of Congo,,2020-08-02,1,0,1,2,0,1,1,3,1,2,0,0
3,Democratic Republic of Congo,,2020-08-03,0,1,1,2,1,2,0,1,1,2,0,1
3,Democratic Republic of Congo,,2020-08-04,1,1,0,0,0,1,0,2,1,0,0,0
3,Congo,,2020-08-01,0,2,1,0,0,0,0,3,0,2,0,0
3,Congo,,2020-08-02,0,0,0,0,1,1,1,0,1,2,0,1
3,Congo,,2020-08-03,1,1,0,2,0,1,0,0,1,0,0,3
3,Congo,,2020-08-04,2,1,0,1,1,0,1,0,0,2,0,0
3,Colombia,,2020-08-01,2,2,1,0,0,0,1,1,0,0,0,0
3,Colombia,,2020-08-02,1,0,1,3,1,2,0,3,1,0,1,3
3,Colombia,,2020-08-03,2,1,0,2,1,2,1,1,1,0,0,2
3,Colombia,,2020-08-04,1,2,1,2,0,0,0,0,0,2,1,0
3,Comoros,,2020-08-01,1,2,1,0,0,2,1,2,1,0,1,3
3,Comoros,,2020-08-02,2,1,0,0,0,0,1,3,1,1,0,0
3,Comoros,,2020-08-03,0,1,0,1,1,2,1,2,1,2,0,1
3,Comoros,,2020-08-04,0,1,1,1,1,1,0,1,1,0,0,2
3,Cape Verde,,2020-08-01,0,1,0,0,1,2,1,1,0,2,1,0
3,Cape Verde,,2020-08-02,2,2,0,3,0,2,1,3,0,0,0,2
3,Cape Verde,,2020-08-03,0,2,0,3,0,0,1,1,0,2,1,1
3,Cape Verde,,2020-08-04,0,2,0,0,1,0,0,2,0,2,0,1
3,Costa Rica,,2020-08-01,2,2,1,2,1,1,0,0,0,1,0,0
3,Costa Rica,,2020-08-02,1,1,0,3,0,0,1,0,0,2,0,0
3,Costa Rica,,2020-08-03,1,1,0,0,0,2,1,0,0,2,1,0
3,Costa Rica,,2020-08-04,1,1,0,2,0,2,1,3,1,1,0,0
3,Cuba,,2020-08-01,2,2,0,2,0,0,1,0,0,0,1,3
3,Cuba,,2020-08-02,2,0,0,0,0,0,0,2,0,0,0,0
3,Cuba,,2020-08-03,1,0,1,2,0,0,0,2,1,0,1,0
3,Cuba,,2020-08-04,2,1,1,2,0,1,0,1,1,1,0,2
3,Cyprus,,2020-08-01,1,2,1,1,0,2,1,0,0,1,0,2
3,Cyprus,,2020-08-02,2,2,0,3,1,0,0,2,1,0,1,1
3,Cyprus,,2020-08-03,1,2,0,1,0,2,0,0,0,0,0,0
3,Cyprus,,2020-08-04,1,1,1,0,0,2,1,0,0,0,1,0
3,Czech Republic,,2020-08-01,0,1,1,0,0,0,0,2,0,1,0,3
3,Czech Republic,,2020-08-02,2,2,0,0,0,2,1,3,0,2,1,1
3,Czech Republic,,2020-08-03,0,2,0,2,0,1,1,3,0,1,0,1
3,Czech Republic,,2020-08-04,1,2,1,3,1,1,0,1,0,2,0,1
3,Germany,,2020-08-01,0,0,1,1,1,0,1,2,0,2,0,3
3,Germany,,2020-08-02,2,0,1,1,1,2,1,2,1,0,0,1
3,Germany,,2020-08-03,1,2,1,0,1,1,1,1,0,2,0,2
3,Germany,,2020-08-04,1,0,0,0,1,2,1,0,1,1,1,2
3,Djibouti,,2020-08-01,2,1,1,3,1,1,0,0,0,2,1,2
3,Djibouti,,2020-08-02,1,1,0,2,0,2,0,1,1,0,1,2
3,Djibouti,,2020-08-03,2,1,1,3,0,2,0,0,0,1,1,0
3,Djibouti,,2020-08-04,0,0,1,2,1,0,0,0,1,2,1,2
3,Dominica,,2020-08-01,1,1,1,3,0,2,1,3,0,1,1,1
3,Dominica,,2020-08-02,2,0,1,2,1,0,1,3,1,2,1,3
3,Dominica,,2020-08-03,0,2,0,0,1,1,1,3,1,0,0,3
3,Dominica,,2020-08-04,2,1,1,1,1,0,0,0,1,2,0,0
3,Denmark,,2020-08-01,0,1,1,3,0,2,0,3,0,1,1,2
3,Denmark,,2020-08-02,0,2,0,3,1,0,1,2,1,0,0,3
3,Denmark,,2020-08-03,1,2,0,2,1,0,1,1,0,2,1,3
3,Denmark,,2020-08-04,0,2,0,3,1,1,0,0,1,2,0,0
3,Dominican Republic,,2020-08-01,1,2,1,0,1,1,1,3,0,2,1,3
3,Dominican Republic,,2020-08-02,1,1,1,1,0,1,1,3,0,1,1,3
3,Dominican Republic,,2020-08-03,1,2,1,1,1,1,1,3,0,2,0,0
3,Dominican Republic,,2020-08-04,2,0,1,1,0,1,1,2,1,2,0,3
3,Algeria,,2020-08-01,1,0,1,1,0,2,1,1,0,0,0,0
3,Algeria,,2020-08-02,1,1,1,1,0,1,0,0,1,1,0,0
3,Algeria,,2020-08-03,2,2,1,0,0,0,0,2,1,2,1,2
3,Algeria,,2020-08-04,0,2,0,2,0,0,1,2,0,2,1,3
3,Ecuador,,2020-08-01,1,2,1,1,1,0,1,3,0,1,1,2
3,Ecuador,,2020-08-02,2,1,0,3,0,2,0,3,0,0,0,1
3,Ecuador,,2020-08-03,0,0,0,1,1,2,0,3,0,1,0,3
3,Ecuador,,2020-08-04,2,0,1,1,0,2,0,0,0,2,1,1
3,Egypt,,2020-08-01,0,1,1,2,1,2,0,1,0,1,0,2
3,Egypt,,2020-08-02,1,0,0,0,1,1,1,0,0,0,1,3
3,Egypt,,2020-08-03,1,2,0,3,0,0,1,0,0,1,1,2
3,Egypt,,2020-08-04,2,2,0,2,1,0,0,0,1,1,0,3
3,Eritrea,,2020-08-01,0,0,0,0,1,0,1,2,0,1,0,0
3,Eritrea,,2020-08-02,2,2,1,0,0,1,0,0,1,1,0,0
3,Eritrea,,2020-08-03,1,0,0,0,0,0,1,2,1,1,0,3
3,Eritrea,,2020-08-04,1,1,0,1,1,2,1,3,1,1,0,3
3,Spain,,2020-08-01,0,2,1,0,1,2,1,2,0,2,1,0
